State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,Sub-Category 4,Display Names,2010-11,2011-12,2012-13
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),,,Dev.Purpose,"4,380.9","3,788.8","7,244.7"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),,social Services,234.7,341.7,392.2
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),2. Medical and Public Health,State Loans-Medical,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),3. Family Welfare,State Loans-Family,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),4. Water Supply and Sanitation,State Loans-Water,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),5. Housing,State Loans-Housing,22.0,10.0,20.0
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),6. Government Servants (Housing),State Loans-Govt,85.0,205.0,205.0
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),7. Others,State Loans-Others,127.7,126.7,167.2
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),,economic Services,"4,146.2","3,447.1","6,852.5"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),2. Soil and Water Conservation,State Loans-Soil,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),3. Food Storage and Warehousing,State Loans-Food,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),4. Co-operation,State Loans-Co-operation,41.0,199.5,97.5
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),"5. Major and Medium Irrigation, etc.",State Loans-Irrigation,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),6. Power Projects,State Loans-Power,"4,080.0","3,122.6","6,530.0"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),7. Village and Small Industries,State Loans-Village,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),8. Other Industries and Minerals,State Loans-Minerals,0.2,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),9. Rural Development,State Loans-Rur.Dev,25.0,25.0,25.0
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),10. Others,State Loans-Others,–,100.0,200.0
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),2. Non-Development Purposes (a + b),,,State Loans-Non.Dev,42.0,44.0,49.0
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),2. Non-Development Purposes (a + b),a) Government Servants (other than Housing),,State Loans-Govt,42.0,44.0,49.0
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),2. Non-Development Purposes (a + b),b) Miscellaneous,,State Loans-Misc.,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,V. Inter-State Settlement,,,,Inter-State Settlement,–,754.0,"1,000.0"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VI. Contingency Fund,,,,Contingency Fund,"7,500.0",–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,"VII. State Provident Funds, etc. (1+2)",,,,Tot.State PF,"4,656.5","42,537.3","90,619.7"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,"VII. State Provident Funds, etc. (1+2)",1. State Provident Funds,,,State PF,"3,921.8","41,594.0","89,497.2"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,"VII. State Provident Funds, etc. (1+2)",2. Others,,,other PF,734.7,943.3,"1,122.6"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),,,,Reserve Funds,"1,615.7","2,117.7","7,040.0"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),1.Depreciation / Renewal Reserve Funds,,,Depreciation,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),2. Sinking Funds,,,Sinking Funds,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),3. Famine Relief Fund,,,Famine Relief Fund,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),4. Others,,,Other Reserves,"1,615.7","2,117.7","7,040.0"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),,,,Deposits and Advances,"42,106.3","41,249.9","49,787.4"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),1. Civil Deposits,,,Civil Deposits,"9,000.8","6,460.7","8,388.2"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,,Deposits-Local Funds,"13,655.0","14,759.5","17,563.8"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),3. Civil Advances,,,Civil Advances,"1,119.9",419.3,498.9
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),4. Others,,,Other Deposits,"18,330.6","19,610.4","23,336.4"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),,,,Tot.Suspense,"6,14,358.5","8,05,138.4","9,89,824.7"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),1. Suspense,,,Suspense,"1,989.3","2,826.1","2,363.1"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,,Cash Balance,"6,12,076.2","8,01,766.4","9,86,812.0"
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,,Deposits-RBI,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),4. Others,,,Others,293.0,545.9,649.6
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,XI. Appropriation to Contingency Fund,,,,App.-Contingency Fund,–,–,–
Jharkhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,XII. Remittances,,,,Remittances,"40,288.8","28,897.6","35,388.1"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),,,,,Tot.Rev Exp,"2,02,425.8","2,51,974.3","2,78,005.5"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),,,,Dev.Exp,"1,33,532.4","1,69,240.4","1,92,439.5"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),,,social Services,"80,427.4","99,427.6","1,16,112.8"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),"1. Education, Sports, Art and Culture",,Dev.Exp-Education,"40,746.3","51,695.8","61,491.3"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),2. Medical and Public Health,,Dev.Exp-Medical,"6,683.6","8,931.6","8,185.1"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),3. Family Welfare,,Dev.Exp-Family Welfare,"1,881.5","2,087.6","3,008.1"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),4. Water Supply and Sanitation,,Dev.Exp-Water,"2,997.1","3,563.6","4,129.6"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),5. Housing,,Dev.Exp-Housing,188.1,251.0,416.0
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),6. Urban Development,,Dev.Exp-Urb.Dev.,"1,557.2","1,791.6","3,563.6"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),"7. Welfare of Scheduled Castes, Scheduled Tribes and Other Backward Classes",,Dev.Exp-SC Welfare,"5,681.8","8,276.5","7,635.6"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),8. Labour and Labour Welfare,,Dev.Exp-Labor,"1,678.2","2,027.4","2,291.9"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),9. Social Security and Welfare,,Dev.Exp-Social Security,"8,894.1","11,383.0","15,748.4"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),10. Nutrition,,Dev.Exp-Nutrition,"3,851.5","3,748.3","4,474.6"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),11. Relief on account of Natural Calamities,,Dev.Exp-Natural Calamities,"5,687.0","4,855.5","4,425.0"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),12. Others*,,Dev.Exp-Others,581.2,815.7,743.7
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),,,economic Services,"53,105.0","69,812.8","76,326.7"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),1. Agriculture and Allied Activities (i to xii),,Dev-agriculture,"11,528.2","12,627.4","12,327.0"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),2. Rural Development,,Dev-rural,"18,305.8","20,512.8","23,058.4"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),3. Special Area Programmes,,Dev-special,–,–,–
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),4. Irrigation and Flood Control,,Dev-irrigation,"3,044.6","3,829.6","3,882.5"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),5. Energy,,Dev-energy,"8,807.0","8,698.3","15,218.5"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),6. Industry and Minerals (i to iii),,Dev-industry,"1,866.8","2,305.0","2,656.3"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),7. Transport and Communications (i + ii),,Dev-transport,"2,749.3","10,768.6","9,197.0"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),"8. Science, Technology and Environment",,Dev-science,–,–,–
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),9. General Economic Services (i to iv),,Dev-general,"6,803.3","11,071.1","9,987.0"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),,,,Non-Dev.,"68,888.9","82,728.4","85,560.5"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),A. Organs of State,,,Non-Dev.-Organs of state,"3,276.1","3,438.2","3,488.7"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),B. Fiscal Services (i + ii),,,Non-Dev.-Fiscal,"2,522.1","3,319.6","3,477.4"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),C. Interest Payments and Servicing of Debt (1 + 2),,,Non-Dev.-Debt Servicing,"21,602.0","24,041.2","24,345.8"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),D. Administrative Services (i to v),,,Non-Dev.-Admin,"23,187.2","30,968.4","31,971.0"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),E. Pensions,,,Non-Dev.-Pension,"18,301.5","20,960.9","22,277.5"
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),F. Miscellaneous General Services,,,Non-Dev.-Miscellaneous ,–,–,–
Jharkhand,TOTAL REVENUE EXPENDITURE (I+II+III),III. Grants-in-Aid and Contributions,,,,Grants.,4.5,5.5,5.5
Kerala,Total Expenditure ,,,,,Tot. Exp.,"17,10,989.1","17,28,009.4","15,46,384.0"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,,,,,Tot.Cap.Disbursements,"13,64,341.0","12,77,414.5","10,30,330.5"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,,,,Tot.Cap.Outlay,"33,636.9","49,491.2","65,548.9"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,,,Dev.Exp,"32,451.4","46,597.0","64,954.6"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),,social Services,"4,792.4","6,369.3","5,354.9"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,856.0,"1,528.8","1,360.2"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),2. Medical and Public Health,Medical,988.0,"1,103.3",929.5
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),3. Family Welfare,Family Welfare,–,–,–
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),4. Water Supply and Sanitation,Water,"1,133.6",438.2,360.0
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),5. Housing,Housing,889.4,216.6,227.0
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),6. Urban Development,Urb.Dev.,–,590.0,100.0
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"7. Welfare of Scheduled Castes, Scheduled Tribes and Other Backward Classes",SC Welfare,723.7,"1,003.7",907.7
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),8. Social Security and Welfare,Social,152.8,10.7,11.5
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),9. Others *,Others *,49.0,"1,478.0","1,459.0"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),,economic Services,"27,659.0","40,227.7","59,599.7"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,"3,526.5","3,808.8","2,960.2"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),2. Rural Development,Rur.Dev.,224.9,740.5,533.5
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),3. Special Area Programmes,Special Programmes,–,–,250.0
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),of which: Hill Areas,,"2,923.0","7,296.5","6,789.5"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),4. Major and Medium Irrigation and Flood Control,Irrigation,–,0.5,50.0
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),5. Energy,Energy,"3,643.0","2,683.1","3,511.1"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),6. Industry and Minerals ,Industry and Minerals,"16,983.2","24,595.9","45,179.3"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),7. Transport (i + ii),Transport,–,–,–
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),8. Communications,Communications,10.7,12.0,12.0
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),"9.Science,Technology and Environment",Science,347.8,"1,090.3",314.1
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),10. General Economic Services,Gen.Eco.Services,,,
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,2. Non-Development (General Services),,,Non-Dev.,"1,185.5","2,894.2",594.3
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),,,,Internal Debt,"16,674.3","41,262.3","93,477.9"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),1.Market Loans,,,Market Loans,"7,294.8","13,844.0","10,125.1"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),2.Loans from LIC,,,Loans-LIC,"2,479.4","2,768.7","2,762.8"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),3.Loans from SBI and other Banks,,,Loans-SBI,–,–,–
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),4. Loans from NABARD,,,Loans-NABARD,"1,450.6","1,653.7","2,286.0"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,,Loans-NCDC,450.5,503.9,500.0
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),6.WMA from RBI,,,WMA-RBI,–,"16,050.0","70,250.0"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),7.Special Securities issued to NSSF,,,Securities-NSSF,"3,477.6","4,863.2","5,977.3"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),8. Others,,,Oth-Debt,"1,521.4","1,578.8","1,576.7"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),,,,Loan from centre,"3,076.0","3,164.1","3,346.8"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),1. State Plan Schemes,,,state plan,"2,999.9","3,088.4","3,274.4"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),2. Central Plan Schemes,,,central plan,9.6,8.7,7.7
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),3. Centrally Sponsored Schemes,,,centrally sponsered,42.7,44.2,43.0
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),4. Non-Plan,,,non -plan,23.8,22.6,21.6
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),5. Ways and Means Advances from Centre,,,advances,–,–,–
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),6. Loans for Special Schemes,,,special scheme,–,–,–
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),7. Others,,,other centre loans,–,0.2,0.2
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),,,,state loans,"7,617.4","9,744.5","8,159.6"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),,,Dev.Purpose,"7,617.4","9,744.5","8,159.6"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),,social Services,"2,107.1","6,346.5","5,489.7"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,–,25.0,–
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),2. Medical and Public Health,State Loans-Medical,–,–,–
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),3. Family Welfare,State Loans-Family,–,–,–
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),4. Water Supply and Sanitation,State Loans-Water,991.7,"2,000.0","3,000.0"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),5. Housing,State Loans-Housing,542.1,"2,816.3",943.5
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),6. Government Servants (Housing),State Loans-Govt,537.4,"1,468.7","1,508.7"
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),7. Others,State Loans-Others,35.8,36.5,37.5
Kerala,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),,economic Services,"5,510.3","3,398.1","2,669.9"
