State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,Display Name,2010,2011,2012
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),1. Housing,Housing,Housing,199.8,300,200
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,Urban Development,Urb. Dev.,0.1,0.1,0.1
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,Crop Husbandry,Crop Husbandry,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,Food Storage and Warehousing,Food Storage,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,Co-operation,Co-operation,4,5,5
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,Minor Irrigation,Minor Irrigation,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,Power Projects,Power Projects,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,Village and Small Industries,Village and Small Industries,0.1,2.2,0.2
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,Industries and Minerals,Industries and Minerals,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,Road Transport,Road Transport,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+","Government Servants, etc.+",Govt. Servants,55.6,60,60
MIZORAM,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),12. Others**,Recovery of Loands and Advances-Others,Other-loan,0.1,0.4,0.2
MIZORAM,TOTAL CAPITAL RECEIPTS,V. Inter-State Settlement,,Inter-State Settlement, Inter-State Settlement,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,VI. Contingency Fund,,Contingency Fund,Contingency Fund,NA,2000,2000
MIZORAM,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",,"Total Capital Receipts- State Provident Funds, etc.",Tot.State Provident Funds,4958.8,4529.1,4810
MIZORAM,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,Total Capital Receipts- State Provident Funds,State Provident Funds,4935.8,4494.1,4785
MIZORAM,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",2. Others,Total Capital Receipts-State Provident Funds-Others,Other fund,23,35,25
MIZORAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),,Reserve Funds,Reserve Funds ,239.1,475,294.4
MIZORAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,Depreciation or Renewal Reserve Funds,Depreciation Funds,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),2. Sinking Funds,Sinking Funds, Sinking Funds,165,217.5,179
MIZORAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,Famine Relief Fund,Famine Relief Fund,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),4. Others,Reserve Funds-Others,Other reserves,74.1,257.5,115.4
MIZORAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),,Deposits and Advances,Deposits and Advances ,8061.2,2095.9,5650
MIZORAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),1. Civil Deposits,Civil Deposits Income,Civil Deposits,7852.2,2065.9,5500
MIZORAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,Deposits of Local Funds,Deposits of Local Funds,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),3. Civil Advances,Civil Advances Income,Civil Advances,208.9,30,150
MIZORAM,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),4. Others,Deposits and Advances -Others,Other deposits,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),,Suspense and Miscellaneous,Suspense and Misc. ,188881.7,46125.1,158250.1
MIZORAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),1. Suspense,Suspense,Suspense,6365.4,14500,7000
MIZORAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,Cash Balance Investment Accounts,Cash Balance,37454.2,1050,1050
MIZORAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,Deposits with RBI,Deposits with RBI,144791.5,30500,150000
MIZORAM,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),4. Others,Miscellaneous-Others,Miscellaneous,270.6,75.1,200.1
MIZORAM,TOTAL CAPITAL RECEIPTS,XI. Appropriation to Contingency Fund,,Appropriation to Contingency Fund,Appropriation ,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,XII. Miscellaneous Capital Receipts,,Miscellaneous Capital Receipts,Misc. Capital Receipts,NA,NA,NA
MIZORAM,TOTAL CAPITAL RECEIPTS,XIII. Remittances,,Remittances,Remittances,14852.4,7720.5,9500
MIZORAM,TOTAL REVENUE,,,TOTAL REVENUE,Tot. Revenue,33747.1,41277.2,47964.8
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),,TAX REVENUE,Tax Revenue,7208.5,8900.4,10041.3
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),State's Own Tax Revenue,own tax revenue,1300.7,1803.1,1904.2
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Income,tax-income,83.9,102,114.5
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Property and Capital  Transactions,tax-property,46.8,131.4,52.8
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Commodities and Services,tax-comm.&services,1170,1569.7,1736.9
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Share in Central Taxes (i to,central taxes,5907.8,7097.3,8137.1
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Corporation Tax,corp. tax,2309.4,2867.7,2973.4
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Income Tax,income tax,1220.4,1410.5,1608.7
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Estate Duty,estate duty,NA,NA,NA
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes on Income and Expenditure,other taxes,NA,NA,NA
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Taxes on Wealth,tax-walth,4.7,5.4,10.6
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Customs,customs,1033.1,1201.7,1479.7
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Union Excise Duties,excise duty,751.6,916.5,1013.3
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Service Tax,service tax,588.6,695.5,1051.4
MIZORAM,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes and Duties on Commodities and Services,other duty,NA,NA,NA
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),,NON-TAX REVENUE,non tax revenue,26538.5,32376.8,37923.5
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),State's Own Non-Tax Revenue,own non tax revenue,1467.1,2411.8,2294.3
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Interest Receipts,interest,127.1,320,217.6
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Dividends and Profits,dividend,NA,NA,NA
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),General Services,general services,231.9,156.1,172.3
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Social Services,social services,106.7,265.2,317
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Fiscal Services,fiscal services,NA,NA,NA
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Economic Services,economic services,1001.5,1670.5,1587.4
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grants from the Centre,centre grant,25071.5,29965.1,35629.2
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-State Plan Schemes,state plan,11660.9,15983.2,22466.8
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Central Plan Schemes,central plan,NA,NA,NA
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Centrally Sponsored Schemes,centrally sponsered,4746.4,4226,1109.3
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),NEC or Special Plan Scheme,special scheme,473.6,482,409.5
MIZORAM,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Non-Plan Grants,non plan Grants,8190.6,9273.9,11643.6
NAGALAND,TOTAL INCOME,,,TOTAL INCOME,Tot. Income,163145.9,157494.6,162777.9
NAGALAND,TOTAL CAPITAL RECEIPTS,,,TOTAL CAPITAL RECEIPTS,Tot. Cap. Receipts,113146,99031.3,97560.9
NAGALAND,TOTAL CAPITAL RECEIPTS,I. External Debt #,,External Debt,Ext. Debt,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),,Internal Debt,Int. Debt,4633.5,12044.7,13250.8
NAGALAND,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),1. Market Loans,Market Loans,Market Loans,3553.6,6367.1,7090.8
NAGALAND,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),2. Loans from LIC,Loans from LIC,Loan-LIC,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,Loans from SBI and other Banks,Loan-SBI,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,Loans from National Bank for Agriculture and Rural Development,Loan-NBARD,333.1,500,500
NAGALAND,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,Loans from National Co-operative Development Corporation,Loan-NCDC,10.7,90,60
NAGALAND,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),6. WMA from RBI,WMA from RBI,WMA-RBI,NA,4487.6,5000
NAGALAND,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,Special Securities issued to NSSF,Securities-NSSF,212.5,100,100
NAGALAND,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),8. Others@,Internal Debt-Others,Oth-Debt,523.6,500,500
NAGALAND,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),,Loans and Advances from the Centre,Loan from centre,NA,51,88
NAGALAND,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,State Plan Schemes,state plan,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,Central Plan Schemes,central plan,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,Centrally Sponsored Schemes,centrally sponsered,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),4. Non-Plan ,Non-Plan,non -plan Loans,NA,51,88
NAGALAND,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,Ways and Means Advances from Centre,advances,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,Loans for Special Schemes,special scheme,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),,Recovery of Loans and Advances,recovery,23.1,37.5,38.2
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),1. Housing,Housing,Housing,0.3,3.5,3.3
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,Urban Development,Urb. Dev.,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,Crop Husbandry,Crop Husbandry,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,Food Storage and Warehousing,Food Storage,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,Co-operation,Co-operation,8.5,19.5,21.5
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,Minor Irrigation,Minor Irrigation,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,Power Projects,Power Projects,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,Village and Small Industries,Village and Small Industries,NA,1.4,1.1
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,Industries and Minerals,Industries and Minerals,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,Road Transport,Road Transport,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+","Government Servants, etc.+",Govt. Servants,14.3,13.1,12.3
NAGALAND,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),12. Others**,Recovery of Loands and Advances-Others,Other-loan,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,V. Inter-State Settlement,,Inter-State Settlement, Inter-State Settlement,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,VI. Contingency Fund,,Contingency Fund,Contingency Fund,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",,"Total Capital Receipts- State Provident Funds, etc.",Tot.State Provident Funds,1915.7,1680,1835
NAGALAND,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,Total Capital Receipts- State Provident Funds,State Provident Funds,1888.7,1650,1800
NAGALAND,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",2. Others,Total Capital Receipts-State Provident Funds-Others,Other fund,27,30,35
NAGALAND,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),,Reserve Funds,Reserve Funds ,412.7,490,560
NAGALAND,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,Depreciation or Renewal Reserve Funds,Depreciation Funds,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),2. Sinking Funds,Sinking Funds, Sinking Funds,250,280,300
NAGALAND,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,Famine Relief Fund,Famine Relief Fund,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),4. Others,Reserve Funds-Others,Other reserves,162.7,210,260
NAGALAND,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),,Deposits and Advances,Deposits and Advances ,5457.2,1488.9,1287.9
NAGALAND,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),1. Civil Deposits,Civil Deposits Income,Civil Deposits,5280,1385.9,1185.9
NAGALAND,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,Deposits of Local Funds,Deposits of Local Funds,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),3. Civil Advances,Civil Advances Income,Civil Advances,175.4,100,100
NAGALAND,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),4. Others,Deposits and Advances -Others,Other deposits,1.7,3,2
NAGALAND,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),,Suspense and Miscellaneous,Suspense and Misc. ,85982.7,68238.2,65500
NAGALAND,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),1. Suspense,Suspense,Suspense,209.4,500,500
NAGALAND,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,Cash Balance Investment Accounts,Cash Balance,81495.4,62738.2,60000
NAGALAND,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,Deposits with RBI,Deposits with RBI,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),4. Others,Miscellaneous-Others,Miscellaneous,4277.9,5000,5000
NAGALAND,TOTAL CAPITAL RECEIPTS,XI. Appropriation to Contingency Fund,,Appropriation to Contingency Fund,Appropriation ,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,XII. Miscellaneous Capital Receipts,,Miscellaneous Capital Receipts,Misc. Capital Receipts,NA,NA,NA
NAGALAND,TOTAL CAPITAL RECEIPTS,XIII. Remittances,,Remittances,Remittances,14721.1,15001,15001
NAGALAND,TOTAL REVENUE,,,TOTAL REVENUE,Tot. Revenue,49999.9,58463.3,65217
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),,TAX REVENUE,Tax Revenue,9167.8,10938.3,11576.6
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),State's Own Tax Revenue,own tax revenue,2273.2,2655.6,2921.1
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Income,tax-income,245.7,290,319
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Property and Capital  Transactions,tax-property,19.4,21.3,23.5
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Commodities and Services,tax-comm.&services,2008.1,2344.3,2578.6
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Share in Central Taxes (i to,central taxes,6894.6,8282.7,8655.5
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Corporation Tax,corp. tax,2695.6,3347.4,3498
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Income Tax,income tax,1424.5,1646.4,1720.5
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Estate Duty,estate duty,NA,NA,NA
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes on Income and Expenditure,other taxes,NA,NA,NA
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Taxes on Wealth,tax-walth,5.5,6.3,6.6
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Customs,customs,1206,1402.7,1465.9
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Union Excise Duties,excise duty,877.4,1069.8,1117.9
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Service Tax,service tax,685.6,810.1,846.6
NAGALAND,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes and Duties on Commodities and Services,other duty,NA,NA,NA
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),,NON-TAX REVENUE,non tax revenue,40832.1,47524.9,53640.4
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),State's Own Non-Tax Revenue,own non tax revenue,1831.4,1696.3,2016.8
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Interest Receipts,interest,143.5,62.5,65
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Dividends and Profits,dividend,NA,NA,NA
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),General Services,general services,508.9,205.9,226.4
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Social Services,social services,170,89.5,98.4
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Fiscal Services,fiscal services,NA,NA,NA
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Economic Services,economic services,1009,1338.5,1627
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grants from the Centre,centre grant,39000.7,45828.5,51623.6
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-State Plan Schemes,state plan,17335.8,18728.7,25256.4
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Central Plan Schemes,central plan,2569.1,5666.6,3843.7
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Centrally Sponsored Schemes,centrally sponsered,NA,NA,NA
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),NEC or Special Plan Scheme,special scheme,485.7,706.1,635.2
NAGALAND,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Non-Plan Grants,non plan Grants,18610.2,20727.1,21888.3
ORISSA,TOTAL INCOME,,,TOTAL INCOME,Tot. Income,1726405.7,2375707.5,2073675.1
ORISSA,TOTAL CAPITAL RECEIPTS,,,TOTAL CAPITAL RECEIPTS,Tot. Cap. Receipts,1393644.2,1973494.5,1635247.6
ORISSA,TOTAL CAPITAL RECEIPTS,I. External Debt #,,External Debt,Ext. Debt,NA,NA,NA
ORISSA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),,Internal Debt,Int. Debt,20419.2,16276.9,47384.2
ORISSA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),1. Market Loans,Market Loans,Market Loans,NA,1076.9,30992.2
ORISSA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),2. Loans from LIC,Loans from LIC,Loan-LIC,NA,NA,NA
ORISSA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,Loans from SBI and other Banks,Loan-SBI,NA,NA,NA
ORISSA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,Loans from National Bank for Agriculture and Rural Development,Loan-NBARD,7142.2,10000,11000
ORISSA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,Loans from National Co-operative Development Corporation,Loan-NCDC,22,NA,NA
ORISSA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),6. WMA from RBI,WMA from RBI,WMA-RBI,NA,NA,NA
ORISSA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,Special Securities issued to NSSF,Securities-NSSF,12358.6,5000,5000
ORISSA,TOTAL CAPITAL RECEIPTS,II. Internal Debt (1 to 8),8. Others@,Internal Debt-Others,Oth-Debt,896.4,200,392
ORISSA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),,Loans and Advances from the Centre,Loan from centre,2256.8,4959.8,6178.6
ORISSA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,State Plan Schemes,state plan,2256.8,4833,6075
ORISSA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,Central Plan Schemes,central plan,NA,NA,NA
ORISSA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,Centrally Sponsored Schemes,centrally sponsered,NA,126.8,103.6
ORISSA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,Non-Plan,non -plan Loans,NA,NA,NA
ORISSA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,Ways and Means Advances from Centre,advances,NA,NA,NA
ORISSA,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,Loans for Special Schemes,special scheme,NA,NA,NA
ORISSA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),,Recovery of Loans and Advances,recovery,338.1,2402.9,2402.9
ORISSA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),1. Housing,Housing,Housing,0.9,1,1
ORISSA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,Urban Development,Urb. Dev.,3.8,1.5,3.9
ORISSA,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,Crop Husbandry,Crop Husbandry,NA,NA,NA
